16	0.0115965625000000	0.0000597318368948	2400000	6.0000000000000000
32	0.0052048616897184	0.0000366851738195	2880480	6.0000000000000000
64	0.0024097546242293	0.0000250083933782	2880480	6.0000000000000000
96	0.0016041597233794	0.0000204153605567	2880480	6.0000000000000000
128	0.0012180261623063	0.0000177939991965	2880480	6.0000000000000000
144	0.0010558136143976	0.0000165686042154	2880480	6.0000000000000000
256	0.0005764664222630	0.0000122466763099	2880480	6.0000000000000000
400	0.0003959375000000	0.0000111204833246	2400000	6.0000000000000000
512	0.0003056782202966	0.0000089195291007	2880480	6.0000000000000000
800	0.0002068750000000	0.0000080393162213	2400000	6.0000000000000000
1024	0.0001622125479087	0.0000064982056609	2880480	6.0000000000000000
2048	0.0000787500000000	0.0000049605232603	2400000	6.0000000000000000
